bigram,n,total_sentiment
pathetically easy,9,positive
perfectly adequate,9,positive
perfectly complements,9,positive
perfectly reasonable,9,positive
perfectly smoothly,9,positive
plot fun,9,positive
positives beautiful,9,positive
pretty brilliant,9,positive
pretty goood,9,positive
pretty innovative,9,positive
pretty logical,9,positive
pros fairly,9,positive
puppet master,9,positive
pure masterpiece,9,positive
repetitive fairly,9,positive
repetitive fun,9,positive
reward skill,9,positive
sadness happiness,9,positive
satisfy fans,9,positive
satisfying fun,9,positive
simplistic easy,9,positive
solid easy,9,positive
solid entertaining,9,positive
stellar wow,9,positive
strangely beautiful,9,positive
stunningly gorgeous,9,positive
suck pretty,9,positive
survival fun,9,positive
survival skill,9,positive
tense exciting,9,positive
terrible luck,9,positive
violent top,9,positive
warmly recommended,9,positive
wildly entertaining,9,positive
wildly successful,9,positive
win fun,9,positive
worth enjoying,9,positive
absurd humor,8,positive
absurdly powerful,8,positive
achievement easy,8,positive
addicting pros,8,positive
amazing perfect,8,positive
amazing pure,8,positive
amazing solid,8,positive
amazing trust,8,positive
amazing wow,8,positive
amazingly fast,8,positive
amazingly powerful,8,positive
amazingly solid,8,positive
attack magic,8,positive
attacks magic,8,positive
awesome incredible,8,positive
bad nice,8,positive
bad super,8,positive
beautiful easy,8,positive
beautiful intriguing,8,positive
beautiful nice,8,positive
beautiful worth,8,positive
bonus skill,8,positive
bored easy,8,positive
bored pros,8,positive
breakdown pros,8,positive
breaking free,8,positive
brutally awesome,8,positive
brutally satisfying,8,positive
charming beautiful,8,positive
cheap pros,8,positive
classic awesome,8,positive
classic easy,8,positive
consistently entertaining,8,positive
cool amazing,8,positive
cool fast,8,positive
cool pros,8,positive
crazy humor,8,positive
creepy fun,8,positive
critical success,8,positive
crushing defeats,8,positive
cute colorful,8,positive
cute love,8,positive
damage faster,8,positive
damn cute,8,positive
damn happy,8,positive
damn hilarious,8,positive
damn sexy,8,positive
damn smooth,8,positive
damn tough,8,positive
dead pretty,8,positive
dead pros,8,positive
decent support,8,positive
die fairly,8,positive
difficulty fun,8,positive
difficulty pros,8,positive
distraction free,8,positive
doom fast,8,positive
doubt enjoy,8,positive
drastically improve,8,positive
dying instantly,8,positive
dynamic fast,8,positive
easy pretty,8,positive
enemies instantly,8,positive
enjoy competitive,8,positive
enjoy tough,8,positive
enjoyable free,8,positive
enjoyed super,8,positive
entertaining love,8,positive
excellent excellent,8,positive
excellent worth,8,positive
excellently balanced,8,positive
faint praise,8,positive
fair balanced,8,positive
fairly smart,8,positive
fairly steady,8,positive
falls pretty,8,positive
fantastic awesome,8,positive
fantastic gem,8,positive
favorite modern,8,positive
finely balanced,8,positive
friendly helpful,8,positive
friggin sweet,8,positive
frustration free,8,positive
fun accessible,8,positive
fun friendly,8,positive
fun witty,8,positive
funny achievements,8,positive
gain respect,8,positive
grind gold,8,positive
hard awesome,8,positive
haunting beauty,8,positive
heal faster,8,positive
hectic fast,8,positive
hell love,8,positive
impressive variety,8,positive
improved tremendously,8,positive
incredible awesome,8,positive
incredibly fair,8,positive
incredibly flexible,8,positive
incredibly intricate,8,positive
incredibly worth,8,positive
insanely accurate,8,positive
insanely creative,8,positive
intense exciting,8,positive
lacks fun,8,positive
lacks originality,8,positive
lacks proper,8,positive
legendary classic,8,positive
legendary hero,8,positive
likes cute,8,positive
likes fun,8,positive
loneliness happiness,8,positive
loot fun,8,positive
loot variety,8,positive
lose precious,8,positive
love beautiful,8,positive
love competitive,8,positive
love instantly,8,positive
lovely lovely,8,positive
luck skill,8,positive
morbid humor,8,positive
neat fun,8,positive
nice competitive,8,positive
nice dynamic,8,positive
nice happy,8,positive
nice lovely,8,positive
overwhelmingly fun,8,positive
peace love,8,positive
perfect balanced,8,positive
perfect easy,8,positive
perfect perfect,8,positive
perfect smooth,8,positive
perfectly accurate,8,positive
perfectly decent,8,positive
perfectly fun,8,positive
polished beautiful,8,positive
poorly supported,8,positive
positives nice,8,positive
praise worthy,8,positive
pretty colorful,8,positive
pretty competitive,8,positive
pretty dynamic,8,positive
pretty glad,8,positive
pretty gorgeous,8,positive
pretty intelligent,8,positive
pretty relaxed,8,positive
pretty robust,8,positive
pretty successful,8,positive
pretty tolerable,8,positive
progress fast,8,positive
progress pretty,8,positive
pros colorful,8,positive
pure delight,8,positive
pure fast,8,positive
pure win,8,positive
readily accessible,8,positive
recommend magic,8,positive
recommended fun,8,positive
ridiculously amazing,8,positive
robust skill,8,positive
sad sweet,8,positive
shine brighter,8,positive
silent hero,8,positive
slowly improve,8,positive
slowly progress,8,positive
solid stable,8,positive
steady progress,8,positive
steady wins,8,positive
straightforward fun,8,positive
super fantastic,8,positive
super neat,8,positive
super satisfied,8,positive
super stylish,8,positive
support awesome,8,positive
support fun,8,positive
support rockstar,8,positive
supremely satisfying,8,positive
tedious fast,8,positive
unbelievably awesome,8,positive
unbelievably satisfying,8,positive
utterly incredible,8,positive
violent fast,8,positive
weird fun,8,positive
wicked cool,8,positive
wildly fun,8,positive
wonderful free,8,positive
wonderful humor,8,positive
wonderfully charming,8,positive
wonderfully engaging,8,positive
wow cool,8,positive
wrong amazing,8,positive
wrong pretty,8,positive
advanced skill,7,positive
amazing creative,7,positive
amazing nice,7,positive
amazing recommended,7,positive
amazing talent,7,positive
amazingly rewarding,7,positive
annoying achievements,7,positive
avid fans,7,positive
awesome gem,7,positive
awesome support,7,positive
awful support,7,positive
balanced fast,7,positive
beautiful breathtaking,7,positive
beautiful excellent,7,positive
beautiful fantastic,7,positive
beautiful free,7,positive
beautiful rich,7,positive
beautiful sweet,7,positive
beautifully stylized,7,positive
beloved classic,7,positive
bloody beautiful,7,positive
bright vibrant,7,positive
brilliant loved,7,positive
broken achievement,7,positive
brutally realistic,7,positive
challenging entertaining,7,positive
challenging excellent,7,positive
challenging exciting,7,positive
challenging skill,7,positive
challenging super,7,positive
charm humor,7,positive
classic recommended,7,positive
colorful fast,7,positive
complex fun,7,positive
cons super,7,positive
consistently enjoyable,7,positive
cool easy,7,positive
cool recommended,7,positive
cool top,7,positive
cooperative fun,7,positive
crappy free,7,positive
crashes pretty,7,positive
crisp clean,7,positive
cute charming,7,positive
cute cute,7,positive
damn entertaining,7,positive
dark surreal,7,positive
dead instantly,7,positive
death magic,7,positive
decent nice,7,positive
decent pretty,7,positive
deceptively cute,7,positive
deceptively easy,7,positive
die fun,7,positive
dies pretty,7,positive
dirty humor,7,positive
dungeon masters,7,positive
dungeons fun,7,positive
easier faster,7,positive
easiest achievement,7,positive
easy free,7,positive
easy nice,7,positive
enemies easier,7,positive
enemies gain,7,positive
enemies heal,7,positive
enemies pros,7,positive
enemies super,7,positive
enemy fast,7,positive
enemy hero,7,positive
enjoy pretty,7,positive
enjoy pros,7,positive
enjoy super,7,positive
enjoyable pretty,7,positive
enjoyable recommended,7,positive
enjoys classic,7,positive
entertaining easy,7,positive
evil silent,7,positive
excellent humor,7,positive
excellent modern,7,positive
excellent top,7,positive
exceptionally powerful,7,positive
fair variety,7,positive
fairly accurately,7,positive
fairly advanced,7,positive
fairly awesome,7,positive
fairly expansive,7,positive
fallen angel,7,positive
fantastic easy,7,positive
fantastic realistic,7,positive
fantastic worth,7,positive
fast agile,7,positive
fast balanced,7,positive
favorite rockstar,7,positive
fine humor,7,positive
freaking masterpiece,7,positive
free gems,7,positive
free wow,7,positive
frustrating rewarding,7,positive
frustratingly enjoyable,7,positive
fun awsome,7,positive
fun energetic,7,positive
fun flashy,7,positive
fun inexpensive,7,positive
fun intriguing,7,positive
fun relaxed,7,positive
fun thoughtful,7,positive
funny humour,7,positive
funny love,7,positive
funny nice,7,positive
gain bonus,7,positive
goofy humor,7,positive
hack protection,7,positive
hard pros,7,positive
hard recommended,7,positive
hate free,7,positive
hectic fun,7,positive
hero skill,7,positive
hot hot,7,positive
hot lead,7,positive
humour nice,7,positive
impossible feat,7,positive
incredibly exciting,7,positive
incredibly lucky,7,positive
incredibly memorable,7,positive
incredibly pleased,7,positive
incredibly robust,7,positive
insanely lucky,7,positive
insanely satisfying,7,positive
instantly fun,7,positive
intense enjoyable,7,positive
intense love,7,positive
intense skill,7,positive
kills easy,7,positive
kills fun,7,positive
limited appeal,7,positive
limited support,7,positive
lose trust,7,positive
loses appeal,7,positive
love pros,7,positive
lukewarm recommendation,7,positive
lush beautiful,7,positive
master peace,7,positive
master worth,7,positive
meaningful progress,7,positive
modern realistic,7,positive
monster wins,7,positive
nice friendly,7,positive
nice hot,7,positive
nice peaceful,7,positive
nice steady,7,positive
nice top,7,positive
oddly beautiful,7,positive
outrageously fun,7,positive
outstanding achievement,7,positive
overwhelmingly amazing,7,positive
passionate love,7,positive
perfect achievement,7,positive
perfect amazing,7,positive
perfect compliment,7,positive
perfect homage,7,positive
perfectly fair,7,positive
perfectly safe,7,positive
perfectly stable,7,positive
plot decent,7,positive
plot worth,7,positive
polished fast,7,positive
popular free,7,positive
prestige victory,7,positive
pretty astounding,7,positive
pretty flawless,7,positive
pretty flexible,7,positive
pretty mature,7,positive
progress pros,7,positive
pros dynamic,7,positive
pros entertaining,7,positive
pros humor,7,positive
pros impressive,7,positive
pros outstanding,7,positive
recommend love,7,positive
recommend super,7,positive
recommended nice,7,positive
rich beautiful,7,positive
sad love,7,positive
safe heaven,7,positive
satirical humor,7,positive
satisfying nice,7,positive
satisfying reward,7,positive
skill fun,7,positive
skill magic,7,positive
skill patience,7,positive
skill talent,7,positive
skill variety,7,positive
smooth amazing,7,positive
smooth polished,7,positive
solid enjoyable,7,positive
solid fans,7,positive
steal gold,7,positive
strong love,7,positive
stunning fun,7,positive
stupid rockstar,7,positive
sucks pros,7,positive
super beautiful,7,positive
super competitive,7,positive
super fancy,7,positive
super innovative,7,positive
super lucky,7,positive
super popular,7,positive
super recommend,7,positive
super sensitive,7,positive
support achievements,7,positive
support nice,7,positive
tank support,7,positive
tedious pretty,7,positive
terribly impressed,7,positive
top free,7,positive
trust worthy,7,positive
unhealthy obsession,7,positive
wildly popular,7,positive
win pros,7,positive
wonderful charm,7,positive
wonderfully rich,7,positive
worth pros,7,positive
wow love,7,positive
